gene_id	length_bp	merged_exon_intervals	chromosomes
ENSMUSG00000098485	546	7	chrX
ENSMUSG00000098487	64	1	chr1
ENSMUSG00000098488	5831	16	chr2
ENSMUSG00000098489	71	1	chr2
ENSMUSG00000098490	68	1	chr9
ENSMUSG00000098492	445	1	chr9
ENSMUSG00000098493	116	1	chrX
ENSMUSG00000098497	58	1	chr11
ENSMUSG00000098498	127	1	chr3
ENSMUSG00000098499	61	1	chr17
ENSMUSG00000098500	111	1	chr8
ENSMUSG00000098501	6985	13	chr6
ENSMUSG00000098504	99	1	chr1
ENSMUSG00000098505	6544	5	chr2
ENSMUSG00000098506	2886	1	chr7
ENSMUSG00000098508	370	1	chr7
ENSMUSG00000098509	3941	6	chr1
ENSMUSG00000098510	68	1	chr17
ENSMUSG00000098511	60	1	chr8
ENSMUSG00000098513	84	1	chr4
ENSMUSG00000098515	984	2	chr3
ENSMUSG00000098516	64	1	chr11
ENSMUSG00000098519	2077	4	chr9
ENSMUSG00000098520	403	1	chr7
ENSMUSG00000098521	52	1	chr9
ENSMUSG00000098522	97	1	chr10
ENSMUSG00000098527	67	1	chr15
ENSMUSG00000098528	1045	2	chr15
ENSMUSG00000098530	445	2	chr12
ENSMUSG00000098531	52	1	chr6
ENSMUSG00000098532	61	1	chr8
ENSMUSG00000098533	102	1	chr6
ENSMUSG00000098534	4677	10	chr8
ENSMUSG00000098539	80	1	chr2
ENSMUSG00000098540	59	1	chr7
ENSMUSG00000098544	63	1	chr10
ENSMUSG00000098547	80	1	chr11
ENSMUSG00000098548	61	1	chr2
ENSMUSG00000098549	749	1	chr1
ENSMUSG00000098550	69	1	chr8
ENSMUSG00000098552	2114	6	chr17
ENSMUSG00000098553	58	1	chr7
ENSMUSG00000098555	121	1	chr1
ENSMUSG00000098557	6057	1	chr14
ENSMUSG00000098558	60	1	chr7
ENSMUSG00000098559	801	1	chrX
ENSMUSG00000098561	289	1	chr7
ENSMUSG00000098562	66	1	chr10
ENSMUSG00000098563	80	1	chr4
ENSMUSG00000098564	388	1	chr7
ENSMUSG00000098568	73	1	chr19
ENSMUSG00000098569	70	1	chr4
ENSMUSG00000098573	597	2	chr9
ENSMUSG00000098574	65	1	chr5
ENSMUSG00000098578	59	1	chr2
ENSMUSG00000098579	65	1	chr12
ENSMUSG00000098580	64	1	chr4
ENSMUSG00000098582	67	1	chr8
ENSMUSG00000098583	72	1	chr6
ENSMUSG00000098588	119	1	chr2
ENSMUSG00000098590	2434	10	chr9
ENSMUSG00000098592	61	1	chr10
ENSMUSG00000098593	89	1	chr7
ENSMUSG00000098596	60	1	chr4
ENSMUSG00000098597	115	1	chr5
ENSMUSG00000098600	67	1	chr11
ENSMUSG00000098602	69	1	chr14
ENSMUSG00000098606	88	1	chr1
ENSMUSG00000098607	126	1	chr18
ENSMUSG00000098608	115	1	chr18
ENSMUSG00000098609	2479	2	chr14
ENSMUSG00000098611	84	1	chr1
ENSMUSG00000098612	103	1	chr14
ENSMUSG00000098613	74	1	chr11
ENSMUSG00000098619	109	1	chr7
ENSMUSG00000098620	898	2	chr15
ENSMUSG00000098623	131	1	chr6
ENSMUSG00000098624	65	1	chr5
ENSMUSG00000098625	68	1	chr15
ENSMUSG00000098627	5360	11	chr9
ENSMUSG00000098630	5028	13	chr14
ENSMUSG00000098631	64	1	chr15
ENSMUSG00000098632	63	1	chr2
ENSMUSG00000098634	127	1	chr1
ENSMUSG00000098640	776	1	chr2
ENSMUSG00000098644	241	2	chr7
ENSMUSG00000098645	485	3	chr9
ENSMUSG00000098646	70	1	chr9
ENSMUSG00000098648	105	1	chr14
ENSMUSG00000098649	4136	9	chr5
ENSMUSG00000098650	2746	3	chr11
ENSMUSG00000098651	61	1	chr2
ENSMUSG00000098655	73	1	chr3
ENSMUSG00000098656	64	1	chr5
ENSMUSG00000098658	109	1	chr11
ENSMUSG00000098659	5020	5	chr3
ENSMUSG00000098660	130	1	chr2
ENSMUSG00000098661	65	1	chr7
ENSMUSG00000098663	73	1	chr15
ENSMUSG00000098666	73	1	chr14
ENSMUSG00000098668	402	1	chr9
ENSMUSG00000098671	82	1	chr8
ENSMUSG00000098672	69	1	chr10
ENSMUSG00000098675	86	1	chr16
ENSMUSG00000098676	81	1	chr18
ENSMUSG00000098678	2216	14	chr15
ENSMUSG00000098679	56	1	chr10
ENSMUSG00000098680	77	1	chr1
ENSMUSG00000098682	8160	24	chr14
ENSMUSG00000098684	9723	21	chr8
ENSMUSG00000098685	828	4	chr9
ENSMUSG00000098686	80	1	chr2
ENSMUSG00000098687	110	1	chr5
ENSMUSG00000098689	128	1	chr1
ENSMUSG00000098692	779	6	chr13
ENSMUSG00000098698	61	1	chr15
ENSMUSG00000098701	69	1	chr10
ENSMUSG00000098702	2321	3	chr18
ENSMUSG00000098704	62	1	chr11
ENSMUSG00000098705	1014	5	chr9
ENSMUSG00000098706	56	1	chr18
ENSMUSG00000098707	442	1	chr12
ENSMUSG00000098708	2208	6	chr7
ENSMUSG00000098710	63	1	chr8
ENSMUSG00000098712	63	1	chr3
ENSMUSG00000098713	849	1	chr14
ENSMUSG00000098714	61	1	chr10
ENSMUSG00000098715	989	6	chr6
ENSMUSG00000098718	113	1	chr19
ENSMUSG00000098719	61	1	chr15
ENSMUSG00000098720	824	3	chr18
ENSMUSG00000098721	104	1	chr18
ENSMUSG00000098726	116	1	chr5
ENSMUSG00000098727	1683	4	chr9
ENSMUSG00000098729	778	2	chr4
ENSMUSG00000098730	101	1	chr19
ENSMUSG00000098731	72	1	chr5
ENSMUSG00000098734	98	1	chr2
ENSMUSG00000098735	69	1	chr2
ENSMUSG00000098737	63	1	chr3
ENSMUSG00000098739	1452	3	chr19
ENSMUSG00000098741	442	1	chr7
ENSMUSG00000098744	384	1	chr7
ENSMUSG00000098747	5229	8	chr9
ENSMUSG00000098748	190	1	chr9
ENSMUSG00000098751	62	1	chr14
ENSMUSG00000098752	62	1	chr1
ENSMUSG00000098754	3370	4	chr2
ENSMUSG00000098756	110	1	chr10
ENSMUSG00000098758	1734	3	chr9
ENSMUSG00000098759	91	1	chr7
ENSMUSG00000098760	1997	3	chr4
ENSMUSG00000098761	709	1	chr9
ENSMUSG00000098762	63	1	chr6
ENSMUSG00000098764	63	1	chr17
ENSMUSG00000098765	62	1	chr2
ENSMUSG00000098766	104	1	chr9
ENSMUSG00000098768	878	2	chr8
ENSMUSG00000098769	107	1	chr11
ENSMUSG00000098771	110	1	chr12
ENSMUSG00000098773	3017	3	chr14
ENSMUSG00000098774	68	1	chr11
ENSMUSG00000098778	551	2	chr9
ENSMUSG00000098779	607	1	chr6
ENSMUSG00000098780	129	1	chr14
ENSMUSG00000098781	551	6	chr13
ENSMUSG00000098782	305	1	chr7
ENSMUSG00000098783	60	1	chr7
ENSMUSG00000098784	6966	18	chr14
ENSMUSG00000098785	91	1	chr8
ENSMUSG00000098786	71	1	chr19
ENSMUSG00000098787	86	1	chr9
ENSMUSG00000098789	3016	3	chr2
ENSMUSG00000098790	61	1	chr13
ENSMUSG00000098796	409	1	chr9
ENSMUSG00000098797	104	1	chr1
ENSMUSG00000098799	61	1	chr13
ENSMUSG00000098800	380	2	chr3
ENSMUSG00000098802	66	1	chr7
ENSMUSG00000098807	79	1	chr12
ENSMUSG00000098808	64	1	chr3
ENSMUSG00000098811	66	1	chr10
ENSMUSG00000098812	82	1	chr2
ENSMUSG00000098814	363	2	chr6
ENSMUSG00000098817	92	1	chr10
ENSMUSG00000098822	85	1	chr5
ENSMUSG00000098823	137	1	chr8
ENSMUSG00000098824	69	1	chr2
ENSMUSG00000098826	67	1	chr17
ENSMUSG00000098829	116	1	chr1
ENSMUSG00000098830	62	1	chr5
ENSMUSG00000098831	59	1	chr4
ENSMUSG00000098832	1187	1	chr9
ENSMUSG00000098833	97	1	chr1
ENSMUSG00000098837	319	1	chr14
ENSMUSG00000098838	75	1	chr12
ENSMUSG00000098839	62	1	chr7
ENSMUSG00000098843	677	3	chr9
ENSMUSG00000098844	109	1	chr19
ENSMUSG00000098847	903	5	chr9
ENSMUSG00000098851	113	1	chr1
ENSMUSG00000098853	62	1	chr11
ENSMUSG00000098855	72	1	chr11
ENSMUSG00000098856	129	1	chr6
ENSMUSG00000098858	110	1	chr14
ENSMUSG00000098861	382	1	chr7
ENSMUSG00000098862	107	1	chr3
ENSMUSG00000098863	111	1	chr11
ENSMUSG00000098866	110	1	chr14
ENSMUSG00000098871	87	1	chr3
ENSMUSG00000098873	59	1	chr7
ENSMUSG00000098875	4945	18	chr9
ENSMUSG00000098876	105	1	chr1
ENSMUSG00000098879	58	1	chr12
ENSMUSG00000098881	71	1	chr11
ENSMUSG00000098882	108	1	chr15
ENSMUSG00000098884	59	1	chr5
ENSMUSG00000098885	58	1	chr10
ENSMUSG00000098886	105	1	chr9
ENSMUSG00000098887	108	1	chr10
ENSMUSG00000098888	298	1	chr9
ENSMUSG00000098889	979	4	chr2
ENSMUSG00000098890	63	1	chr3
ENSMUSG00000098893	799	1	chr9
ENSMUSG00000098894	1982	3	chr9
ENSMUSG00000098895	1201	1	chr9
ENSMUSG00000098896	136	1	chr2
ENSMUSG00000098897	1222	1	chr14
ENSMUSG00000098900	832	4	chr7
ENSMUSG00000098904	64	1	chr2
ENSMUSG00000098905	4804	4	chr13
ENSMUSG00000098906	56	1	chr11
ENSMUSG00000098907	92	1	chr9
ENSMUSG00000098909	562	1	chr9
ENSMUSG00000098910	117	1	chr7
ENSMUSG00000098912	19218	11	chr3
ENSMUSG00000098915	613	1	chr9
ENSMUSG00000098917	70	1	chr8
ENSMUSG00000098918	110	1	chr3
ENSMUSG00000098919	139	1	chr11
ENSMUSG00000098922	139	1	chr9
ENSMUSG00000098923	2824	1	chr1
ENSMUSG00000098924	376	1	chr9
ENSMUSG00000098926	67	1	chr1
ENSMUSG00000098928	59	1	chr19
ENSMUSG00000098929	92	1	chr4
ENSMUSG00000098931	127	1	chr12
ENSMUSG00000098932	104	1	chr10
ENSMUSG00000098934	3596	1	chr7
ENSMUSG00000098935	557	2	chr9
ENSMUSG00000098937	64	1	chr9
ENSMUSG00000098938	94	1	chr15
ENSMUSG00000098942	121	1	chr11
ENSMUSG00000098944	139	1	chr3
ENSMUSG00000098945	1038	1	chr7
ENSMUSG00000098947	1011	1	chr5
ENSMUSG00000098949	199	1	chr9
ENSMUSG00000098950	5823	20	chr2
ENSMUSG00000098951	59	1	chr5
ENSMUSG00000098952	124	1	chr19
ENSMUSG00000098954	57	1	chr4
ENSMUSG00000098955	64	1	chr11
ENSMUSG00000098957	89	1	chr10
ENSMUSG00000098958	81	1	chr11
ENSMUSG00000098959	4690	8	chr9
ENSMUSG00000098960	59	1	chr7
ENSMUSG00000098961	68	1	chr14
ENSMUSG00000098970	62	1	chr6
ENSMUSG00000098972	137	1	chr2
ENSMUSG00000098973	123	1	chr9
ENSMUSG00000098975	6909	10	chr14
ENSMUSG00000098976	60	1	chr8
ENSMUSG00000098977	2582	1	chr2
ENSMUSG00000098980	93	1	chr4
ENSMUSG00000098981	60	1	chr11
ENSMUSG00000098984	102	1	chr17
ENSMUSG00000098985	742	1	chr9
ENSMUSG00000098987	1295	3	chr7
ENSMUSG00000098989	69	1	chr11
ENSMUSG00000098997	62	1	chr1
ENSMUSG00000099003	82	1	chr5
ENSMUSG00000099005	102	1	chr4
ENSMUSG00000099006	83	1	chr17
ENSMUSG00000099008	1909	1	chr1
ENSMUSG00000099009	2766	4	chr10
ENSMUSG00000099011	81	1	chr3
ENSMUSG00000099013	407	2	chr15
ENSMUSG00000099015	109	1	chr11
ENSMUSG00000099016	844	3	chr9
ENSMUSG00000099017	75	1	chr7
ENSMUSG00000099019	517	1	chr9
ENSMUSG00000099020	432	2	chr9
ENSMUSG00000099025	3679	8	chr9
ENSMUSG00000099027	961	2	chr14
ENSMUSG00000099030	99	1	chr7
ENSMUSG00000099031	58	1	chr8
ENSMUSG00000099032	4205	2	chr1
ENSMUSG00000099033	72	1	chr3
ENSMUSG00000099034	1113	3	chr15
ENSMUSG00000099035	63	1	chr6
ENSMUSG00000099036	99	1	chr14
ENSMUSG00000099041	4238	13	chr2
ENSMUSG00000099042	63	1	chr8
ENSMUSG00000099043	61	1	chr4
ENSMUSG00000099045	107	1	chr6
ENSMUSG00000099047	61	1	chr5
ENSMUSG00000099050	58	1	chr2
ENSMUSG00000099051	794	2	chr9
ENSMUSG00000099054	3131	9	chr15
ENSMUSG00000099055	478	1	chr7
ENSMUSG00000099056	136	2	chr7
ENSMUSG00000099057	247	1	chr14
ENSMUSG00000099058	66	1	chr13
ENSMUSG00000099060	74	1	chr5
ENSMUSG00000099061	4220	14	chr5
ENSMUSG00000099062	57	1	chr8
ENSMUSG00000099063	65	1	chr5
ENSMUSG00000099064	160	1	chr9
ENSMUSG00000099066	57	1	chr17
ENSMUSG00000099069	136	1	chr19
ENSMUSG00000099070	129	1	chr4
ENSMUSG00000099071	129	1	chr16
ENSMUSG00000099072	64	1	chrX
ENSMUSG00000099075	63	1	chr2
ENSMUSG00000099076	86	1	chr8
ENSMUSG00000099078	97	1	chr8
ENSMUSG00000099079	74	1	chr8
ENSMUSG00000099080	69	1	chr8
ENSMUSG00000099082	63	1	chr5
ENSMUSG00000099083	12987	13	chr15
ENSMUSG00000099085	871	1	chr9
ENSMUSG00000099087	379	1	chr7
ENSMUSG00000099091	66	1	chr2
ENSMUSG00000099092	66	1	chr7
ENSMUSG00000099093	63	1	chr2
ENSMUSG00000099094	1509	1	chr9
ENSMUSG00000099095	131	1	chr6
ENSMUSG00000099096	68	1	chr13
ENSMUSG00000099098	1241	1	chr7
ENSMUSG00000099101	61	1	chr11
ENSMUSG00000099102	2029	1	chr11
ENSMUSG00000099104	1099	1	chr17
ENSMUSG00000099105	70	1	chr3
ENSMUSG00000099109	64	1	chr11
ENSMUSG00000099110	75	1	chr15
ENSMUSG00000099115	849	1	chr13
ENSMUSG00000099118	87	1	chr19
ENSMUSG00000099120	586	1	chr2
ENSMUSG00000099123	64	1	chr17
ENSMUSG00000099124	107	1	chr5
ENSMUSG00000099129	74	1	chr8
ENSMUSG00000099131	63	1	chr8
ENSMUSG00000099134	85	1	chr4
ENSMUSG00000099137	7007	5	chr7
ENSMUSG00000099138	2200	1	chr9
ENSMUSG00000099139	2407	11	chr8
ENSMUSG00000099140	63	1	chr8
ENSMUSG00000099141	116	1	chr1
ENSMUSG00000099142	109	1	chr8
ENSMUSG00000099145	97	1	chr5
ENSMUSG00000099146	2482	8	chr3
ENSMUSG00000099147	75	1	chr9
ENSMUSG00000099148	2447	6	chr9
ENSMUSG00000099149	120	1	chr6
ENSMUSG00000099150	2610	4	chr4
ENSMUSG00000099152	61	1	chr17
ENSMUSG00000099153	58	1	chr11
ENSMUSG00000099158	93	1	chr13
ENSMUSG00000099160	100	1	chr5
ENSMUSG00000099161	113	1	chr2
ENSMUSG00000099162	2427	8	chr8
ENSMUSG00000099163	63	1	chr6
ENSMUSG00000099165	70	1	chr12
ENSMUSG00000099169	122	1	chr3
ENSMUSG00000099170	4344	13	chr9
ENSMUSG00000099172	61	1	chrX
ENSMUSG00000099174	120	1	chr11
ENSMUSG00000099176	129	1	chr7
ENSMUSG00000099178	945	1	chr6
ENSMUSG00000099180	62	1	chr15
ENSMUSG00000099181	70	1	chr10
ENSMUSG00000099182	637	1	chr6
ENSMUSG00000099184	105	1	chr2
ENSMUSG00000099185	61	1	chr10
ENSMUSG00000099188	166	1	chr9
ENSMUSG00000099190	1241	6	chr9
ENSMUSG00000099196	60	1	chr18
ENSMUSG00000099197	84	1	chr5
ENSMUSG00000099198	628	1	chr7
ENSMUSG00000099199	64	1	chr3
ENSMUSG00000099200	69	1	chr4
ENSMUSG00000099201	845	5	chr9
ENSMUSG00000099202	62	1	chr4
ENSMUSG00000099203	102	1	chr7
ENSMUSG00000099207	5150	10	chr8
ENSMUSG00000099210	73	1	chr7
ENSMUSG00000099212	81	1	chr5
ENSMUSG00000099214	101	1	chr16
ENSMUSG00000099216	1183	3	chr7
ENSMUSG00000099218	85	1	chr14
ENSMUSG00000099220	262	1	chr9
ENSMUSG00000099221	111	1	chr6
ENSMUSG00000099222	57	1	chr15
ENSMUSG00000099223	72	1	chr2
ENSMUSG00000099225	101	1	chr10
ENSMUSG00000099226	79	1	chrX
ENSMUSG00000099227	111	1	chr1
ENSMUSG00000099230	65	1	chr19
ENSMUSG00000099236	66	1	chr12
ENSMUSG00000099237	76	1	chr17
ENSMUSG00000099238	79	1	chr2
ENSMUSG00000099239	898	1	chr9
ENSMUSG00000099241	3593	1	chr7
ENSMUSG00000099242	520	1	chr7
ENSMUSG00000099245	137	1	chr14
ENSMUSG00000099253	805	1	chr9
ENSMUSG00000099254	60	1	chr5
ENSMUSG00000099256	232	1	chr9
ENSMUSG00000099257	125	1	chr1
ENSMUSG00000099258	64	1	chr7
ENSMUSG00000099259	66	1	chr11
ENSMUSG00000099260	60	1	chr15
ENSMUSG00000099261	64	1	chr19
ENSMUSG00000099264	108	1	chr10
ENSMUSG00000099266	988	5	chr9
ENSMUSG00000099267	74	1	chr15
ENSMUSG00000099269	589	1	chr13
ENSMUSG00000099272	101	1	chrX
ENSMUSG00000099274	392	1	chr9
ENSMUSG00000099275	117	1	chr9
ENSMUSG00000099276	1038	1	chr7
ENSMUSG00000099279	91	1	chr10
ENSMUSG00000099280	137	1	chr7
ENSMUSG00000099283	70	1	chr10
ENSMUSG00000099284	67	1	chr5
ENSMUSG00000099286	56	1	chr11
ENSMUSG00000099289	129	1	chr4
ENSMUSG00000099290	61	1	chr19
ENSMUSG00000099292	63	1	chr10
ENSMUSG00000099293	82	1	chr16
ENSMUSG00000099294	1021	1	chr4
ENSMUSG00000099298	381	1	chr7
ENSMUSG00000099300	102	1	chr18
ENSMUSG00000099301	110	1	chr5
ENSMUSG00000099308	102	1	chr16
ENSMUSG00000099309	66	1	chr9
ENSMUSG00000099310	208	1	chr9
ENSMUSG00000099311	117	1	chr9
ENSMUSG00000099313	99	1	chr9
ENSMUSG00000099315	6261	11	chr14
ENSMUSG00000099319	53	1	chr15
ENSMUSG00000099320	63	1	chr2
ENSMUSG00000099321	94	1	chr7
ENSMUSG00000099324	119	1	chr5
ENSMUSG00000099326	78	1	chr8
ENSMUSG00000099329	902	7	chr17
ENSMUSG00000099330	73	1	chr7
ENSMUSG00000099331	57	1	chr11
ENSMUSG00000099335	315	1	chrY
ENSMUSG00000099336	779	3	chr1
ENSMUSG00000099337	372	1	chr1
ENSMUSG00000099338	3885	7	chr8
ENSMUSG00000099339	696	1	chrY
ENSMUSG00000099341	457	4	chrY
ENSMUSG00000099342	1484	1	chr1
ENSMUSG00000099343	2087	9	chr1
ENSMUSG00000099344	997	1	chr7
ENSMUSG00000099346	693	1	chrY
ENSMUSG00000099347	696	1	chrY
ENSMUSG00000099348	166	2	chrY
ENSMUSG00000099349	1596	5	chr15
ENSMUSG00000099350	696	1	chrY
ENSMUSG00000099351	615	1	chrY
ENSMUSG00000099352	699	1	chrY
ENSMUSG00000099353	343	7	chr15
ENSMUSG00000099354	1767	1	chr6
ENSMUSG00000099355	1500	4	chrY
ENSMUSG00000099357	268	2	chr7
ENSMUSG00000099359	346	1	chr9
ENSMUSG00000099360	486	4	chr12
ENSMUSG00000099361	1019	1	chr2
ENSMUSG00000099362	1139	2	chrY
ENSMUSG00000099363	183	1	chr1
ENSMUSG00000099364	4578	11	chr1
ENSMUSG00000099366	601	1	chr9
ENSMUSG00000099367	315	1	chrY
ENSMUSG00000099368	696	1	chrY
ENSMUSG00000099369	315	1	chrY
ENSMUSG00000099370	1980	2	chr3
ENSMUSG00000099371	678	1	chrY
ENSMUSG00000099372	2170	2	chrY
ENSMUSG00000099373	3334	2	chr9
ENSMUSG00000099374	693	1	chrY
ENSMUSG00000099375	2134	1	chr1
ENSMUSG00000099376	832	2	chr1
ENSMUSG00000099377	1724	1	chr1
ENSMUSG00000099378	1349	3	chr1
ENSMUSG00000099379	1499	4	chrY
ENSMUSG00000099380	1498	4	chrY
ENSMUSG00000099381	1176	1	chr1
ENSMUSG00000099382	334	1	chr1
ENSMUSG00000099383	168	1	chr1
ENSMUSG00000099384	4620	7	chr17
ENSMUSG00000099385	478	1	chr9
ENSMUSG00000099386	694	1	chrY
ENSMUSG00000099387	388	2	chr7
ENSMUSG00000099388	1501	4	chrY
ENSMUSG00000099389	334	1	chr9
ENSMUSG00000099390	1498	4	chrY
ENSMUSG00000099391	2941	15	chr5
ENSMUSG00000099392	791	1	chr1
ENSMUSG00000099393	613	1	chrY
ENSMUSG00000099394	955	1	chr7
ENSMUSG00000099395	2167	2	chrY
ENSMUSG00000099396	463	1	chr7
ENSMUSG00000099397	742	1	chr17
ENSMUSG00000099398	4065	6	chr19
ENSMUSG00000099399	537	4	chrY
ENSMUSG00000099400	3433	1	chr7
ENSMUSG00000099401	2817	14	chr1
ENSMUSG00000099403	422	1	chr1
ENSMUSG00000099405	829	1	chrY
ENSMUSG00000099406	216	1	chr9
ENSMUSG00000099407	2538	7	chr12
ENSMUSG00000099408	1497	4	chrY
ENSMUSG00000099409	696	1	chrY
ENSMUSG00000099410	697	1	chrY
ENSMUSG00000099411	5103	4	chr16
ENSMUSG00000099412	315	1	chrY
ENSMUSG00000099413	5968	12	chr1
ENSMUSG00000099414	229	1	chr15
ENSMUSG00000099415	174	2	chrY
ENSMUSG00000099416	1498	4	chrY
ENSMUSG00000099417	555	1	chr7
ENSMUSG00000099418	1676	14	chr12
ENSMUSG00000099419	565	5	chr8
ENSMUSG00000099420	549	1	chr4
ENSMUSG00000099421	470	1	chr4
ENSMUSG00000099422	1436	3	chr7
ENSMUSG00000099423	798	1	chr7
ENSMUSG00000099424	335	2	chr2
ENSMUSG00000099425	919	10	chrY
ENSMUSG00000099426	622	4	chrY
ENSMUSG00000099427	553	1	chr1
ENSMUSG00000099428	151	1	chr13
ENSMUSG00000099429	566	4	chr16
ENSMUSG00000099430	2167	2	chrY
ENSMUSG00000099431	356	2	chrY
ENSMUSG00000099432	560	3	chr1
ENSMUSG00000099433	279	1	chr1
ENSMUSG00000099434	696	1	chrY
ENSMUSG00000099435	512	4	chr15
ENSMUSG00000099436	2168	2	chrY
ENSMUSG00000099438	696	1	chrY
ENSMUSG00000099439	696	1	chrY
ENSMUSG00000099441	615	1	chrY
ENSMUSG00000099442	2167	2	chrY
ENSMUSG00000099443	318	1	chrX
ENSMUSG00000099444	286	1	chr9
ENSMUSG00000099445	263	1	chrY
ENSMUSG00000099446	2248	7	chr13
ENSMUSG00000099447	610	4	chr1
ENSMUSG00000099448	536	1	chr1
ENSMUSG00000099449	702	2	chr11
ENSMUSG00000099450	573	1	chr1
ENSMUSG00000099451	377	1	chr1
ENSMUSG00000099452	537	3	chr15
ENSMUSG00000099453	1846	1	chr1
ENSMUSG00000099454	887	2	chr1
ENSMUSG00000099455	901	1	chrY
ENSMUSG00000099456	1498	4	chrY
ENSMUSG00000099457	696	1	chrY
ENSMUSG00000099458	651	1	chr1
ENSMUSG00000099459	1229	3	chr1
ENSMUSG00000099460	696	1	chrY
ENSMUSG00000099461	622	4	chrY
ENSMUSG00000099462	1497	4	chrY
ENSMUSG00000099463	1500	4	chrY
ENSMUSG00000099464	949	2	chr1
ENSMUSG00000099465	1998	3	chr8
ENSMUSG00000099466	695	1	chrY
ENSMUSG00000099467	387	3	chr15
ENSMUSG00000099468	4836	6	chr5
ENSMUSG00000099469	882	5	chr1
ENSMUSG00000099470	4585	3	chr2
ENSMUSG00000099471	447	1	chr1
ENSMUSG00000099472	758	3	chr1
ENSMUSG00000099473	586	3	chr1
ENSMUSG00000099474	1443	4	chr17
ENSMUSG00000099476	1527	1	chr17
ENSMUSG00000099477	615	1	chrY
ENSMUSG00000099478	3375	2	chr12
ENSMUSG00000099479	2165	2	chrY
ENSMUSG00000099480	1498	4	chrY
ENSMUSG00000099481	5278	11	chr7
ENSMUSG00000099482	2166	2	chrY
ENSMUSG00000099483	696	1	chrY
ENSMUSG00000099484	186	1	chr1
ENSMUSG00000099485	2894	2	chrY
ENSMUSG00000099486	3260	2	chr2
ENSMUSG00000099487	696	1	chrY
ENSMUSG00000099488	114	1	chr18
ENSMUSG00000099489	693	1	chrY
ENSMUSG00000099490	888	2	chr1
ENSMUSG00000099491	1085	2	chr9
ENSMUSG00000099492	1312	1	chr1
ENSMUSG00000099493	696	1	chrY
ENSMUSG00000099494	1499	4	chrY
ENSMUSG00000099495	693	1	chrY
ENSMUSG00000099496	1498	4	chrY
ENSMUSG00000099497	315	1	chrY
ENSMUSG00000099498	2256	10	chr1
ENSMUSG00000099499	696	1	chrY
ENSMUSG00000099500	174	2	chrY
ENSMUSG00000099501	1499	4	chrY
ENSMUSG00000099502	742	2	chr2
ENSMUSG00000099503	3245	7	chr1
ENSMUSG00000099504	696	1	chrY
ENSMUSG00000099505	174	2	chrY
ENSMUSG00000099506	2167	2	chrY
ENSMUSG00000099507	938	1	chr1
ENSMUSG00000099508	4465	14	chr3
ENSMUSG00000099509	696	1	chrY
ENSMUSG00000099510	421	3	chr1
ENSMUSG00000099511	184	1	chr7
ENSMUSG00000099512	5098	2	chr9
ENSMUSG00000099513	696	1	chrY
ENSMUSG00000099514	235	2	chrY
ENSMUSG00000099516	452	3	chr5
ENSMUSG00000099517	530	1	chr13
ENSMUSG00000099518	549	1	chr4
ENSMUSG00000099519	5231	22	chr1
ENSMUSG00000099520	1499	4	chrY
ENSMUSG00000099521	623	3	chr2
ENSMUSG00000099522	315	1	chrY
ENSMUSG00000099523	615	1	chrY
ENSMUSG00000099524	696	1	chrY
ENSMUSG00000099525	678	1	chrY
ENSMUSG00000099526	1500	4	chrY
ENSMUSG00000099527	696	1	chrY
ENSMUSG00000099528	1532	4	chr14
ENSMUSG00000099529	696	1	chrY
ENSMUSG00000099530	613	1	chrY
ENSMUSG00000099531	945	10	chrY
ENSMUSG00000099532	1498	4	chrY
ENSMUSG00000099534	345	1	chr1
ENSMUSG00000099535	696	1	chrY
ENSMUSG00000099536	787	1	chr7
ENSMUSG00000099537	1495	4	chrY
ENSMUSG00000099539	483	1	chr9
ENSMUSG00000099541	944	10	chrY
ENSMUSG00000099542	666	9	chrY
ENSMUSG00000099543	582	2	chr9
ENSMUSG00000099544	243	1	chr1
ENSMUSG00000099545	549	1	chr4
ENSMUSG00000099546	696	1	chrY
ENSMUSG00000099547	696	1	chrY
ENSMUSG00000099548	1501	4	chrY
ENSMUSG00000099549	139	1	chr7
ENSMUSG00000099550	615	1	chrY
ENSMUSG00000099551	537	4	chrY
ENSMUSG00000099552	5134	7	chr1
ENSMUSG00000099553	1872	4	chr1
ENSMUSG00000099554	1497	4	chrY
ENSMUSG00000099555	1497	4	chrY
ENSMUSG00000099556	2898	9	chr1
ENSMUSG00000099558	1371	3	chr7
ENSMUSG00000099559	2166	2	chrY
ENSMUSG00000099560	918	1	chr7
ENSMUSG00000099561	1450	4	chr1
ENSMUSG00000099562	1355	1	chr1
ENSMUSG00000099563	1383	1	chr1
ENSMUSG00000099564	3110	11	chr9
ENSMUSG00000099565	696	1	chrY
ENSMUSG00000099566	699	1	chrY
ENSMUSG00000099568	5344	8	chr1
ENSMUSG00000099569	888	1	chr1
ENSMUSG00000099570	614	1	chrY
ENSMUSG00000099571	1251	3	chr1
ENSMUSG00000099572	313	5	chrY
ENSMUSG00000099573	696	1	chrY
ENSMUSG00000099574	824	2	chr1
ENSMUSG00000099575	541	1	chrY
ENSMUSG00000099576	7987	23	chr1
ENSMUSG00000099577	440	1	chr1
ENSMUSG00000099578	481	1	chr7
ENSMUSG00000099579	761	1	chr7
ENSMUSG00000099581	417	3	chr7
ENSMUSG00000099582	326	1	chr1
ENSMUSG00000099583	1852	2	chr13
